Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_Base,Z_Score,IQR_Outlier,Z_Outlier,Visibility_Outlier,Outlet_Age,Item_Category,Outlet_Identifier_Encoded
FDR60,14.3,Low Fat,0.130390458,Baking Goods,77.2328,OUT035,2004,Small,Tier 2,Supermarket Type1,231.6984,FDR,1.203918267550003,False,False,False,21,Staples,2438.841866021505
FDZ10,17.85,Low Fat,0.074422769,Snack Foods,128.002,OUT010,1998,Small,Tier 3,Grocery Store,253.004,FDZ,0.08398443327934908,False,False,False,27,Staples,339.351661981982
FDM13,6.425,Low Fat,0.105742544,Breakfast,130.5626,OUT010,1998,Small,Tier 3,Grocery Store,131.1626,FDM,0.7107045343048564,False,False,False,27,Staples,339.351661981982
FDF26,6.825,Regular,0.046729336,Canned,153.4998,OUT045,2002,Small,Tier 2,Supermarket Type1,2153.1972,FDF,-0.4701712440045113,False,False,False,23,Staples,2192.384797631862
FDN02,16.5,Low Fat,0.073470234,Canned,205.3638,OUT027,1985,Medium,Tier 3,Supermarket Type3,5383.6588,FDN,0.06492386111909779,False,False,False,40,Staples,3694.0385576470585
NCI30,20.25,Low Fat,0.058886477,Household,245.546,OUT013,1987,High,Tier 3,Supermarket Type1,1724.422,NCI,-0.2269024262782877,False,False,False,38,Household,2298.995255579399
NCJ31,19.2,Low Fat,0.18293775,Others,243.0196,OUT049,1999,Medium,Tier 1,Supermarket Type1,3615.294,NCJ,2.2554087125119113,False,False,False,26,Household,2348.3546346236562
NCQ54,17.7,Low Fat,0.020993364,Household,166.8474,OUT010,1998,Small,Tier 3,Grocery Store,168.4474,NCQ,-0.9851574139827323,False,False,False,27,Household,339.351661981982
FDB02,9.695,Regular,0.029223424,Canned,175.437,OUT045,2002,Small,Tier 2,Supermarket Type1,2999.429,FDB,-0.820470916884781,False,False,False,23,Staples,2192.384797631862
FDC02,21.35,Low Fat,0.068489201,Canned,259.3278,OUT027,1985,Medium,Tier 3,Supermarket Type3,4165.2448,FDC,-0.03474842276453113,False,False,False,40,Staples,3694.0385576470585
FDA11,7.75,Low Fat,0.043326511,Baking Goods,95.6436,OUT045,2002,Small,Tier 2,Supermarket Type1,1134.5232,FDA,-0.5382630111954355,False,False,False,23,Staples,2192.384797631862
DRI23,18.85,Low Fat,0.136532569,Hard Drinks,159.6578,OUT027,1985,Medium,Tier 3,Supermarket Type3,2888.2404,DRI,1.3268241449526947,False,False,False,40,Staples,3694.0385576470585
FDE04,19.75,Regular,0.018051091,Frozen Foods,179.866,OUT049,1999,Medium,Tier 1,Supermarket Type1,2696.49,FDE,-1.0440333679704166,False,False,False,26,Perishables,2348.3546346236562
FDW38,5.325,Regular,0.1977458405,Dairy,55.5298,OUT010,1998,Small,Tier 3,Grocery Store,53.9298,FDW,3.2396010613538713,True,True,True,27,Perishables,339.351661981982
FDG46,8.63,Regular,0.057620562,Snack Foods,115.4518,OUT019,1985,Small,Tier 1,Grocery Store,113.8518,FDG,-0.2522338463376497,False,False,False,40,Staples,340.3297227272727
NCJ05,18.7,Low Fat,0.045865089,Health and Hygiene,152.3682,OUT027,1985,Medium,Tier 3,Supermarket Type3,2287.023,NCJ,-0.4874651411398195,False,False,False,40,Household,3694.0385576470585
FDU01,20.25,Regular,0.021002171,Canned,185.1924,OUT019,1985,Small,Tier 1,Grocery Store,555.2772,FDU,-0.9849811827061751,False,False,False,40,Staples,340.3297227272727
FDY11,6.71,Regular,0.029727657,Baking Goods,66.6142,OUT017,2007,Small,Tier 2,Supermarket Type1,1120.5414,FDY,-0.810381030967644,False,False,False,18,Staples,2340.67526349892
FDX60,14.35,Low Fat,0.080527065,Baking Goods,79.296,OUT013,1987,High,Tier 3,Supermarket Type1,719.064,FDX,0.2061336187639063,False,False,False,38,Staples,2298.995255579399
NCN29,15.2,Low Fat,0.012184999,Health and Hygiene,47.8034,OUT049,1999,Medium,Tier 1,Supermarket Type1,437.4306,NCN,-1.1614160046868334,False,False,False,26,Household,2348.3546346236562
FDT07,5.82,Regular,0.077319079,Fruits and Vegetables,256.633,OUT049,1999,Medium,Tier 1,Supermarket Type1,2050.664,FDT,0.1419406509022786,False,False,False,26,Perishables,2348.3546346236562
FDI21,5.59,Regular,0.056833394,Snack Foods,61.9168,OUT018,2009,Medium,Tier 3,Supermarket Type2,1214.4192,FDI,-0.2679853646191203,False,False,False,16,Staples,1995.498739224138
FDI41,18.5,Regular,0.062256921,Frozen Foods,148.0418,OUT046,1997,Small,Tier 1,Supermarket Type1,2059.9852,FDI,-0.15945861468702258,False,False,False,28,Perishables,2277.8442668817206
FDE10,6.67,Regular,0.089512542,Snack Foods,133.1626,OUT027,1985,Medium,Tier 3,Supermarket Type3,3672.5528,FDE,0.38593628507304734,False,False,False,40,Staples,3694.0385576470585
FDQ28,14.0,Regular,0.060427062,Frozen Foods,153.5656,OUT046,1997,Small,Tier 1,Supermarket Type1,3089.312,FDQ,-0.19607475951381126,False,False,False,28,Perishables,2277.8442668817206
FDY32,7.605,Low Fat,0.1977458405,Fruits and Vegetables,165.021,OUT010,1998,Small,Tier 3,Grocery Store,815.605,FDY,2.9234598803929908,True,False,True,27,Perishables,339.351661981982
NCK05,20.1,Low Fat,0.135612397,Health and Hygiene,61.1536,OUT019,1985,Small,Tier 1,Grocery Store,61.2536,NCK,1.3084111682055488,False,False,False,40,Household,340.3297227272727
FDH12,9.6,Low Fat,0.085125951,Baking Goods,107.128,OUT045,2002,Small,Tier 2,Supermarket Type1,1278.336,FDH,0.29815900204091894,False,False,False,23,Staples,2192.384797631862
FDJ27,17.7,Regular,0.122565413,Meat,103.8674,OUT017,2007,Small,Tier 2,Supermarket Type1,1528.011,FDJ,1.0473362680647216,False,False,False,18,Perishables,2340.67526349892
DRL35,15.7,Low Fat,0.030697825,Hard Drinks,43.377,OUT010,1998,Small,Tier 3,Grocery Store,129.831,DRL,-0.7909676160573609,False,False,False,27,Staples,339.351661981982
NCY29,13.65,Low Fat,0.077670981,Health and Hygiene,55.093,OUT017,2007,Small,Tier 2,Supermarket Type1,1301.639,NCY,0.14898233804693653,False,False,False,18,Household,2340.67526349892
FDC21,14.6,Regular,0.043201813,Fruits and Vegetables,110.1254,OUT017,2007,Small,Tier 2,Supermarket Type1,1844.9318,FDC,-0.5407582635769637,False,False,False,18,Perishables,2340.67526349892
FDM33,15.6,Low Fat,0.088215871,Snack Foods,220.1798,OUT017,2007,Small,Tier 2,Supermarket Type1,5068.7354,FDM,0.3599894262556757,False,False,False,18,Staples,2340.67526349892
DRJ39,20.25,Low Fat,0.036295834,Dairy,217.5482,OUT013,1987,High,Tier 3,Supermarket Type1,1095.241,DRJ,-0.6789494177777852,False,False,False,38,Perishables,2298.995255579399
FDB22,8.02,Low Fat,0.186528819,Snack Foods,151.9998,OUT010,1998,Small,Tier 3,Grocery Store,307.5996,FDB,2.327267310680946,False,False,False,27,Staples,339.351661981982
FDC32,18.35,Low Fat,0.099026525,Fruits and Vegetables,93.8462,OUT013,1987,High,Tier 3,Supermarket Type1,1295.6468,FDC,0.5763145488669271,False,False,False,38,Perishables,2298.995255579399
FDD02,16.6,Low Fat,0.050369191,Canned,118.8124,OUT046,1997,Small,Tier 1,Supermarket Type1,2607.2728,FDD,-0.39733642021289095,False,False,False,28,Staples,2277.8442668817206
FDL28,10.0,Regular,0.063162608,Frozen Foods,228.6668,OUT035,2004,Small,Tier 2,Supermarket Type1,3455.502,FDL,-0.14133548806374746,False,False,False,21,Perishables,2438.841866021505
FDL39,16.1,Regular,0.063429818,Dairy,179.4318,OUT049,1999,Medium,Tier 1,Supermarket Type1,2345.6134,FDL,-0.1359885186747583,False,False,False,26,Perishables,2348.3546346236562
FDV37,13.0,Regular,0.139785104,Canned,196.2426,OUT010,1998,Small,Tier 3,Grocery Store,197.7426,FDV,1.3919085545242513,False,False,False,27,Staples,339.351661981982
FDA28,16.1,Regular,0.04807227,Frozen Foods,126.5362,OUT017,2007,Small,Tier 2,Supermarket Type1,1761.7068,FDA,-0.4432986457131575,False,False,False,18,Perishables,2340.67526349892
FDL04,19.0,Low Fat,0.112097433,Frozen Foods,105.5622,OUT049,1999,Medium,Tier 1,Supermarket Type1,1905.5196,FDL,0.8378681769582882,False,False,False,26,Perishables,2348.3546346236562
FDR10,17.6,Low Fat,0.010037996,Snack Foods,163.5552,OUT035,2004,Small,Tier 2,Supermarket Type1,3086.6488,FDR,-1.2043783164231747,False,False,False,21,Staples,2438.841866021505
FDA39,6.32,Low Fat,0.012789884,Meat,39.1822,OUT017,2007,Small,Tier 2,Supermarket Type1,1060.6194,FDA,-1.1493120356031215,False,False,False,18,Perishables,2340.67526349892
FDR15,9.3,Regular,0.033431669,Meat,153.1314,OUT035,2004,Small,Tier 2,Supermarket Type1,4653.942,FDR,-0.7362624022469815,False,False,False,21,Perishables,2438.841866021505
FDQ40,11.1,Regular,0.03623131,Frozen Foods,175.0712,OUT017,2007,Small,Tier 2,Supermarket Type1,3339.6528,FDQ,-0.6802405665104491,False,False,False,18,Perishables,2340.67526349892
DRG23,8.88,Low Fat,0.086360962,Hard Drinks,151.2682,OUT027,1985,Medium,Tier 3,Supermarket Type3,2439.4912,DRG,0.32287202180838565,False,False,False,40,Staples,3694.0385576470585
FDU36,6.15,Low Fat,0.046232445,Baking Goods,99.4384,OUT013,1987,High,Tier 3,Supermarket Type1,1379.5376,FDU,-0.4801142138284858,False,False,False,38,Staples,2298.995255579399
FDF47,20.85,Low Fat,0.097618234,Starchy Foods,223.9746,OUT046,1997,Small,Tier 1,Supermarket Type1,897.4984,FDF,0.5481341332096207,False,False,False,28,Staples,2277.8442668817206
FDH14,17.1,Regular,0.046808553,Canned,141.4838,OUT046,1997,Small,Tier 1,Supermarket Type1,1404.838,FDH,-0.4685860829922455,False,False,False,28,Staples,2277.8442668817206
FDO45,13.15,Regular,0.03810738,Snack Foods,86.3856,OUT018,2009,Medium,Tier 3,Supermarket Type2,615.1992,FDO,-0.6426997227486109,False,False,False,16,Staples,1995.498739224138
FDK60,16.5,Regular,0.093846532,Baking Goods,95.7068,OUT035,2004,Small,Tier 2,Supermarket Type1,1069.2748,FDK,0.47266100294357916,False,False,False,21,Staples,2438.841866021505
FDS43,11.65,Low Fat,0.040744057,Fruits and Vegetables,185.924,OUT017,2007,Small,Tier 2,Supermarket Type1,4101.328,FDS,-0.5899388559859464,False,False,False,18,Perishables,2340.67526349892
FDN44,13.15,Low Fat,0.022831052,Fruits and Vegetables,160.292,OUT049,1999,Medium,Tier 1,Supermarket Type1,4793.76,FDN,-0.9483846080154682,False,False,False,26,Perishables,2348.3546346236562
FDS34,19.35,Regular,0.076878416,Snack Foods,113.9518,OUT049,1999,Medium,Tier 1,Supermarket Type1,1138.518,FDS,0.13312282383046214,False,False,False,26,Staples,2348.3546346236562
FDU20,19.35,Regular,0.021501067,Fruits and Vegetables,122.2098,OUT045,2002,Small,Tier 2,Supermarket Type1,2771.7254,FDU,-0.9749980921021966,False,False,False,23,Perishables,2192.384797631862
FDP44,16.5,Regular,0.07964724,Fruits and Vegetables,101.4332,OUT013,1987,High,Tier 3,Supermarket Type1,1948.1308,FDP,0.18852800017677507,False,False,False,38,Perishables,2298.995255579399
FDC02,21.35,Low Fat,0.068809463,Canned,258.5278,OUT035,2004,Small,Tier 2,Supermarket Type1,5206.556,FDC,-0.028339863539740013,False,False,False,21,Staples,2438.841866021505
FDT56,16.0,Regular,0.115570552,Fruits and Vegetables,57.5246,OUT035,2004,Small,Tier 2,Supermarket Type1,173.7738,FDT,0.9073665526826862,False,False,False,21,Perishables,2438.841866021505
NCA06,20.5,Low Fat,0.143164371,Household,34.919,OUT013,1987,High,Tier 3,Supermarket Type1,73.238,NCA,1.4595289175578994,False,False,False,38,Household,2298.995255579399
FDE04,19.75,Regular,0.018008071,Frozen Foods,180.466,OUT013,1987,High,Tier 3,Supermarket Type1,3415.554,FDE,-1.0448942138336488,False,False,False,38,Perishables,2298.995255579399
NCX06,17.6,Low Fat,0.015775777,Household,179.1976,OUT017,2007,Small,Tier 2,Supermarket Type1,3803.0496,NCX,-1.0895632295337498,False,False,False,18,Household,2340.67526349892
FDX49,4.615,Regular,0.102407778,Canned,234.33,OUT017,2007,Small,Tier 2,Supermarket Type1,3961.51,FDX,0.6439746524836614,False,False,False,18,Staples,2340.67526349892
DRM59,5.88,Low Fat,0.003606726,Hard Drinks,154.1998,OUT018,2009,Medium,Tier 3,Supermarket Type2,1384.1982,DRM,-1.3330703706963076,False,False,False,16,Staples,1995.498739224138
FDJ34,11.8,Regular,0.093801337,Snack Foods,126.0704,OUT049,1999,Medium,Tier 1,Supermarket Type1,1251.704,FDJ,0.4717566345384471,False,False,False,26,Staples,2348.3546346236562
FDP60,17.35,Low Fat,0.055908268,Baking Goods,101.9016,OUT013,1987,High,Tier 3,Supermarket Type1,1821.6288,FDP,-0.2864974727099775,False,False,False,38,Staples,2298.995255579399
FDI07,12.35,Regular,0.033760862,Meat,196.9426,OUT046,1997,Small,Tier 1,Supermarket Type1,5141.3076,FDI,-0.7296751304604858,False,False,False,28,Perishables,2277.8442668817206
FDV07,9.5,Low Fat,0.031131455,Fruits and Vegetables,111.0228,OUT027,1985,Medium,Tier 3,Supermarket Type3,3205.1612,FDV,-0.7822905218762024,False,False,False,40,Perishables,3694.0385576470585
FDH41,9.0,Low Fat,0.082177842,Frozen Foods,214.1534,OUT045,2002,Small,Tier 2,Supermarket Type1,1720.4272,FDH,0.23916626756839446,False,False,False,23,Perishables,2192.384797631862
NCB31,6.235,Low Fat,0.118858866,Household,263.291,OUT049,1999,Medium,Tier 1,Supermarket Type1,3418.883,NCB,0.9731669130710859,False,False,False,26,Household,2348.3546346236562
FDW34,9.6,Low Fat,0.035579135,Snack Foods,244.817,OUT035,2004,Small,Tier 2,Supermarket Type1,4374.306,FDW,-0.6932908257120657,False,False,False,21,Staples,2438.841866021505
FDX45,16.75,Low Fat,0.105448901,Snack Foods,156.163,OUT017,2007,Small,Tier 2,Supermarket Type1,782.315,FDX,0.7048286309618269,False,False,False,18,Staples,2340.67526349892
FDH14,17.1,Regular,0.046881328,Canned,141.3838,OUT049,1999,Medium,Tier 1,Supermarket Type1,1685.8056,FDH,-0.4671298287454596,False,False,False,26,Staples,2348.3546346236562
FDF26,6.825,Regular,0.078057026,Canned,154.5998,OUT010,1998,Small,Tier 3,Grocery Store,153.7998,FDF,0.15670723905278325,False,False,False,27,Staples,339.351661981982
FDU24,6.78,Regular,0.140955857,Baking Goods,92.212,OUT017,2007,Small,Tier 2,Supermarket Type1,4101.328,FDU,1.4153357483159026,False,False,False,18,Staples,2340.67526349892
FDX11,16.0,Regular,0.107186944,Baking Goods,181.9634,OUT018,2009,Medium,Tier 3,Supermarket Type2,3453.5046,FDX,0.7396075041991564,False,False,False,16,Staples,1995.498739224138
FDF35,15.0,Low Fat,0.153960209,Starchy Foods,105.9938,OUT035,2004,Small,Tier 2,Supermarket Type1,1179.1318,FDF,1.675557566614765,False,False,False,21,Staples,2438.841866021505
NCC43,7.39,Low Fat,0.093160853,Household,251.3066,OUT018,2009,Medium,Tier 3,Supermarket Type2,1004.0264,NCC,0.45894031650342865,False,False,False,16,Household,1995.498739224138
FDG29,17.6,Low Fat,0.05629192,Frozen Foods,42.5454,OUT046,1997,Small,Tier 1,Supermarket Type1,419.454,FDG,-0.27882045650540255,False,False,False,28,Perishables,2277.8442668817206
FDS44,12.65,Regular,0.15604396,Fruits and Vegetables,239.6538,OUT046,1997,Small,Tier 1,Supermarket Type1,3845.6608,FDS,1.7172541828015677,False,False,False,28,Perishables,2277.8442668817206
FDZ10,17.85,Low Fat,0.044463491,Snack Foods,127.102,OUT046,1997,Small,Tier 1,Supermarket Type1,2024.032,FDZ,-0.5155116274302589,False,False,False,28,Staples,2277.8442668817206
FDC52,11.15,Regular,0.00827301,Dairy,150.4708,OUT013,1987,High,Tier 3,Supermarket Type1,1956.1204,FDC,-1.2396963289002314,False,False,False,38,Perishables,2298.995255579399
DRL35,15.7,Low Fat,0.030697825,Hard Drinks,42.877,OUT035,2004,Small,Tier 2,Supermarket Type1,1168.479,DRL,-0.7909676160573609,False,False,False,21,Staples,2438.841866021505
NCP55,14.65,Low Fat,0.011196715999999999,Others,56.4614,OUT010,1998,Small,Tier 3,Grocery Store,55.2614,NCP,-1.1811919073426411,False,False,False,27,Household,339.351661981982
FDV38,19.25,Low Fat,0.101281,Dairy,55.0956,OUT027,1985,Medium,Tier 3,Supermarket Type3,2020.0372,FDV,0.6214274144529499,False,False,False,40,Perishables,3694.0385576470585
FDL44,18.25,Low Fat,0.012300013,Fruits and Vegetables,160.4894,OUT045,2002,Small,Tier 2,Supermarket Type1,3073.9986,FDL,-1.159114532671171,False,False,False,23,Perishables,2192.384797631862
FDZ47,20.7,Regular,0.079281476,Baking Goods,98.7042,OUT017,2007,Small,Tier 2,Supermarket Type1,1884.8798,FDZ,0.18120892936507582,False,False,False,18,Staples,2340.67526349892
FDT45,15.85,Low Fat,0.057313443,Snack Foods,53.3956,OUT046,1997,Small,Tier 1,Supermarket Type1,1364.89,FDT,-0.25837940934718134,False,False,False,28,Staples,2277.8442668817206
FDN23,6.575,Regular,0.075625152,Breads,145.7444,OUT049,1999,Medium,Tier 1,Supermarket Type1,3193.1768,FDN,0.10804455488722632,False,False,False,26,Staples,2348.3546346236562
NCP43,17.75,Low Fat,0.030568919,Others,177.866,OUT045,2002,Small,Tier 2,Supermarket Type1,2336.958,NCP,-0.7935470720509877,False,False,False,23,Household,2192.384797631862
DRJ24,11.8,Low Fat,0.1977458405,Soft Drinks,185.2924,OUT019,1985,Small,Tier 1,Grocery Store,370.1848,DRJ,2.5653110421458636,True,False,False,40,Staples,340.3297227272727
FDA02,14.0,Regular,0.029578726,Dairy,143.5786,OUT027,1985,Medium,Tier 3,Supermarket Type3,3756.4436,FDA,-0.8133611945022107,False,False,False,40,Perishables,3694.0385576470585
FDH33,12.85,Low Fat,0.1977458405,Snack Foods,44.9428,OUT019,1985,Small,Tier 1,Grocery Store,175.7712,FDH,2.8594762209397637,True,False,True,40,Staples,340.3297227272727
FDF56,16.7,Regular,0.120137953,Fruits and Vegetables,181.2976,OUT017,2007,Small,Tier 2,Supermarket Type1,3078.6592,FDF,0.9987619096462663,False,False,False,18,Perishables,2340.67526349892
NCN26,10.85,Low Fat,0.028679894,Household,115.1808,OUT046,1997,Small,Tier 1,Supermarket Type1,2109.2544,NCN,-0.8313471500796361,False,False,False,28,Household,2277.8442668817206
FDD22,10.0,Low Fat,0.099804623,Snack Foods,113.7544,OUT049,1999,Medium,Tier 1,Supermarket Type1,3243.7776,FDD,0.5918845731460843,False,False,False,26,Staples,2348.3546346236562
FDU15,13.65,Regular,0.044526443,Meat,37.9532,OUT010,1998,Small,Tier 3,Grocery Store,71.9064,FDU,-0.5142519349899474,False,False,False,27,Perishables,339.351661981982
FDB41,19.0,Regular,0.162882227,Frozen Foods,46.8718,OUT010,1998,Small,Tier 3,Grocery Store,189.0872,FDB,1.854090395229,False,False,False,27,Perishables,339.351661981982
FDZ35,9.6,Regular,0.022404493,Breads,102.499,OUT017,2007,Small,Tier 2,Supermarket Type1,2579.975,FDZ,-0.9569202089121331,False,False,False,18,Staples,2340.67526349892
FDT60,12.0,Low Fat,0.075975642,Baking Goods,124.1388,OUT017,2007,Small,Tier 2,Supermarket Type1,1486.0656,FDT,0.11505798739778642,False,False,False,18,Staples,2340.67526349892
FDE51,5.925,Regular,0.09644909,Dairy,43.8086,OUT035,2004,Small,Tier 2,Supermarket Type1,312.2602,FDE,0.5247391360937932,False,False,False,21,Perishables,2438.841866021505
NCQ06,13.0,Low Fat,0.041816615,Household,254.5014,OUT035,2004,Small,Tier 2,Supermarket Type1,4845.0266,NCQ,-0.5684765798962964,False,False,False,21,Household,2438.841866021505
FDS28,8.18,Regular,0.082867689,Frozen Foods,58.5588,OUT017,2007,Small,Tier 2,Supermarket Type1,171.7764,FDS,0.25297035720607985,False,False,False,18,Perishables,2340.67526349892
FDH32,12.8,Low Fat,0.076214289,Fruits and Vegetables,96.541,OUT045,2002,Small,Tier 2,Supermarket Type1,1834.279,FDH,0.11983340075721953,False,False,False,23,Perishables,2192.384797631862
FDW37,19.2,Low Fat,0.124301968,Canned,89.7488,OUT045,2002,Small,Tier 2,Supermarket Type1,2082.6224,FDW,1.0820853658802823,False,False,False,23,Staples,2192.384797631862
FDY33,14.5,Regular,0.097201128,Snack Foods,159.4262,OUT046,1997,Small,Tier 1,Supermarket Type1,2705.1454,FDY,0.5397876902847163,False,False,False,28,Staples,2277.8442668817206
FDF17,5.19,Low Fat,0.042861968,Frozen Foods,196.811,OUT017,2007,Small,Tier 2,Supermarket Type1,3731.809,FDF,-0.5475586857617659,False,False,False,18,Perishables,2340.67526349892
FDG56,13.3,Regular,0.0713931,Fruits and Vegetables,61.0536,OUT013,1987,High,Tier 3,Supermarket Type1,1592.5936,FDG,0.02335965351149164,False,False,False,38,Perishables,2298.995255579399
NCB18,19.6,Low Fat,0.041256807,Household,88.8514,OUT013,1987,High,Tier 3,Supermarket Type1,2125.2336,NCB,-0.5796785417978391,False,False,False,38,Household,2298.995255579399
FDU14,17.75,Low Fat,0.034746076,Dairy,248.275,OUT035,2004,Small,Tier 2,Supermarket Type1,998.7,FDU,-0.7099606396120763,False,False,False,21,Perishables,2438.841866021505
FDU22,12.35,Low Fat,0.093441604,Snack Foods,119.1124,OUT049,1999,Medium,Tier 1,Supermarket Type1,3673.8844,FDU,0.4645582462325857,False,False,False,26,Staples,2348.3546346236562
NCV41,14.35,Low Fat,0.017024598,Health and Hygiene,109.8228,OUT013,1987,High,Tier 3,Supermarket Type1,2099.9332,NCV,-1.0645738666381743,False,False,False,38,Household,2298.995255579399
FDY52,6.365,Low Fat,0.007363189,Frozen Foods,63.2536,OUT045,2002,Small,Tier 2,Supermarket Type1,1225.072,FDY,-1.2579021783686624,False,False,False,23,Perishables,2192.384797631862
DRG48,5.78,Low Fat,0.014484582,Soft Drinks,143.9102,OUT027,1985,Medium,Tier 3,Supermarket Type3,3062.0142,DRG,-1.1154005115973544,False,False,False,40,Staples,3694.0385576470585
FDU01,20.25,Regular,0.011937183,Canned,184.7924,OUT027,1985,Medium,Tier 3,Supermarket Type3,4442.2176,FDU,-1.1663748930746247,False,False,False,40,Staples,3694.0385576470585
